ID	Household_Size	Number_of_Vehicles	Income	Proximity_to_Public_Transportation	Presence_of_Children	Trips
7883	4	3	80.441	1.3	1	4
7884	2	0	84.653	1.6	0	2
7885	3	1	69.052	2.1	1	3
7886	3	1	74.297	2.9	1	2
7887	5	0	77.763	0.2	1	4
7888	1	1	81.16	0.4	0	2
7889	3	2	85.868	0.5	1	4
7890	2	1	70.497	0.6	0	3
7891	4	1	75.043	0.8	1	4
7892	2	2	78.419	0.9	0	3
7893	3	0	81.919	1.1	1	3
7894	3	1	87.438	1.4	1	3
7895	5	2	71.646	1.7	1	4
7896	2	1	75.753	2.1	0	2
7897	3	1	79.079	3	1	2
7898	2	2	82.736	0.2	0	3
7899	4	1	89.895	0.4	1	4
7900	2	1	63.553	0.5	0	2
7901	4	3	72.808	0.7	1	4
7902	3	0	76.572	0.8	1	3
7903	6	1	79.887	1	1	5
7904	1	2	83.826	1.1	0	3
7905	3	1	67.465	1.4	1	3
7906	2	1	73.663	1.7	0	2
7907	4	2	77.237	2.2	1	3
7908	2	1	80.582	3.1	0	2
7909	3	1	84.877	0.2	1	3
7910	3	3	69.375	0.4	1	4
7911	5	0	74.45	0.5	1	4
7912	2	1	77.895	0.7	0	3
7913	3	2	81.308	0.8	1	4
7914	2	0	86.145	1	0	2
7915	4	1	70.745	1.2	1	3
7916	2	2	75.188	1.4	0	3
7917	4	1	78.551	1.7	1	3
7918	3	1	82.078	2.2	1	3
7919	6	2	87.827	3.3	1	4
7920	2	0	71.853	0.3	0	2
7921	3	1	75.892	0.4	1	4
7922	2	2	79.213	0.5	0	3
7923	4	1	82.908	0.7	1	4
7924	2	1	90.658	0.8	0	3
7925	3	2	64.777	1	1	4
7926	3	1	72.986	1.2	1	3
7927	5	1	76.706	1.4	1	4
7928	2	3	80.024	1.8	0	3
7929	3	0	84.024	2.3	1	2
7930	2	1	67.92	3.4	0	1
7931	4	2	73.825	0.3	1	4
7932	2	1	77.369	0.4	0	3
7933	4	1	80.725	0.6	1	4
7934	3	2	85.11	0.7	1	4
7935	8	1	69.679	0.8	1	5
7936	1	1	74.601	1	0	2
7937	3	3	78.026	1.2	1	4
7938	2	0	81.458	1.5	0	3
7939	4	1	86.438	1.8	1	4
7940	2	1	70.982	2.4	0	2
7941	3	0	75.331	3.6	1	2
7942	2	1	78.683	0.3	0	3
7943	4	2	82.238	0.4	1	4
7944	2	1	88.253	0.6	0	3
7945	3	1	72.054	0.7	1	3
7946	2	2	76.03	0.9	1	3
7947	4	0	79.346	1	1	3
7948	2	1	83.084	1.2	0	3
7949	3	2	91.647	1.5	1	4
7950	3	1	65.661	1.8	1	3
7951	5	1	73.16	2.4	1	4
7952	1	2	76.84	3.8	0	1
7953	3	1	80.162	0.3	1	4
7954	2	1	84.228	0.5	0	3
7955	4	2	68.33	0.6	1	4
7956	2	0	73.985	0.7	0	2
7957	3	1	77.501	0.9	1	3
7958	3	2	80.869	1	1	3
7959	5	1	85.351	1.2	1	5
7960	2	1	69.965	1.5	0	2
7961	3	2	74.75	1.9	1	3
7962	2	1	78.157	2.5	1	2
7963	4	1	81.61	4.1	1	2
7964	2	3	86.749	0.3	0	4
7965	4	0	71.211	0.5	1	4
7966	3	1	75.473	0.6	1	4
7967	6	1	78.814	0.7	1	4
7968	1	0	82.401	0.9	0	2
7969	3	1	88.727	1.1	1	4
7970	2	2	72.25	1.3	1	3
7971	4	1	76.166	1.5	1	4
7972	2	1	79.481	1.9	0	2
7973	3	2	83.263	2.6	1	3
7974	3	0	93.106	4.5	1	2
7975	5	1	66.364	0.3	1	4
7976	2	2	73.331	0.5	0	3
7977	3	1	76.973	0.6	1	3
7978	2	1	80.301	0.7	0	3
7979	4	2	84.437	0.9	1	4
7980	2	1	68.705	1.1	0	2
7981	3	1	74.142	1.3	1	3
7982	3	3	77.632	1.6	1	4
7983	5	0	81.014	2	1	4
7984	1	1	85.604	2.7	0	1
7985	3	2	70.237	5	1	1
7986	2	1	74.897	0.1	0	3
7987	4	1	78.288	0.3	1	4
7988	2	2	81.764	0.5	0	3
7989	3	1	87.081	0.6	1	4
7990	3	1	71.432	0.7	1	3
7991	5	3	75.614	0.9	1	5
7992	2	0	78.947	1.1	0	2
7993	3	1	82.567	1.3	1	3
7994	2	2	89.266	1.6	0	3
7995	4	0	72.44	2	1	3
7996	2	1	76.302	2.7	0	2
7997	4	2	79.615	0.2	1	5
7998	3	1	83.446	0.4	1	4
7999	7	1	96.411	0.5	1	5
8000	1	2	61.989	0.6	0	2
8001	3	0	72.663	0.8	1	3
8002	2	1	76.465	0.9	0	3
8003	4	2	79.778	1.1	1	4
8004	2	1	83.672	1.3	0	3
8005	3	1	67.062	1.6	1	3
8006	2	2	73.532	2	0	3
8007	5	1	77.132	2.8	1	3
8008	2	1	80.469	0.2	1	3
8009	3	3	84.698	0.4	1	4
8010	2	0	69.118	0.5	0	2
8011	4	1	74.328	0.6	1	4
8012	2	2	77.79	0.8	0	3
8013	3	1	81.19	0.9	1	3
8014	3	1	85.922	1.1	1	3
8015	5	2	70.547	1.3	1	4
8016	1	1	75.072	1.6	0	2
8017	3	1	78.446	2.1	1	3
8018	2	3	81.951	2.9	0	2
8019	4	0	87.513	0.2	1	4
8020	2	1	71.688	0.4	0	3
8021	3	1	75.781	0.5	1	3
8022	3	0	79.106	0.6	1	3
8023	5	1	82.77	0.8	1	4
8024	2	2	90.035	0.9	0	4
8025	3	1	63.84	1.1	1	3
8026	2	1	72.844	1.4	0	3
8027	4	2	76.599	1.7	1	4
8028	2	0	79.915	2.1	0	2
8029	4	1	83.866	3	1	3
8030	3	2	67.56	0.2	1	4
8031	6	0	73.696	0.4	1	4
8032	1	1	77.264	0.5	0	2
8033	3	2	80.611	0.7	1	4
8034	2	1	84.923	0.8	0	3
8035	4	1	69.437	1	1	3
8036	2	2	74.48	1.1	0	3
8037	3	0	77.921	1.4	1	3
8038	3	1	81.338	1.7	1	3
8039	5	2	86.202	2.2	1	4
8040	2	1	70.793	3.1	0	1
8041	3	1	75.217	0.3	1	4
8042	2	2	78.577	0.4	0	3
8043	4	1	82.109	0.5	1	4
8044	2	1	87.908	0.7	0	3
8045	4	3	71.894	0.8	1	4
8046	3	0	75.92	1	1	3
8047	6	1	79.239	1.2	1	5
8048	2	1	82.943	1.4	0	3
8049	3	0	90.834	1.7	1	3
8050	2	1	64.974	2.2	0	2
8051	4	2	73.021	3.3	1	3
8052	2	1	76.733	0.3	0	3
8053	3	1	80.052	0.4	1	4
8054	3	2	84.064	0.5	1	4
8055	5	0	68.005	0.7	1	4
8056	2	1	73.857	0.8	0	3
8057	3	2	77.395	1	1	4
8058	2	1	80.753	1.2	0	2
8059	4	1	85.157	1.4	1	4
8060	2	2	69.737	1.8	1	3
8061	4	1	74.631	2.3	1	4
8062	3	1	78.052	3.4	1	2
8063	7	3	81.488	0.3	1	6
8064	1	0	86.499	0.4	0	2
8065	3	1	71.029	0.6	1	4
8066	2	2	75.36	0.7	1	3
8067	4	1	78.709	0.8	1	4
8068	2	1	82.27	1	0	3
8069	3	2	88.343	1.2	1	4
8070	2	1	72.094	1.5	0	2
8071	4	1	76.057	1.8	1	3
8072	2	3	79.373	2.4	0	2
8073	3	0	83.119	3.6	1	2
8074	2	1	91.888	0.3	0	3
8075	4	1	65.813	0.4	1	4
8076	2	0	73.194	0.6	0	2
8077	3	1	76.866	0.7	1	3
8078	3	2	80.19	0.9	1	4
8079	5	1	84.269	1	1	4
8080	1	1	68.407	1.2	0	2
8081	3	2	74.016	1.5	1	3
8082	2	0	77.527	1.8	0	2
8083	4	1	80.897	2.4	1	3
8084	2	2	85.401	3.9	0	2
8085	3	1	70.021	0.3	1	3
8086	3	1	74.78	0.5	1	3
8087	5	2	78.183	0.6	1	5
8088	2	1	81.641	0.7	0	3
8089	3	1	86.814	0.9	1	4
8090	2	3	71.256	1	0	3
8091	4	0	75.501	1.2	1	3
8092	2	1	78.841	1.5	0	2
8093	4	2	82.434	1.9	1	4
8094	3	1	88.829	2.5	1	3
8095	6	1	72.288	4.2	1	2
8096	1	2	76.194	0.3	0	3
8097	3	1	79.507	0.5	1	4
8098	2	1	83.299	0.6	0	3
8099	4	3	93.513	0.7	1	4
8100	2	0	66.49	0.9	0	2
8101	3	1	73.364	1.1	1	3
8102	3	1	76.999	1.3	1	3
8103	5	0	80.329	1.5	1	3
8104	2	1	84.48	1.9	0	3
8105	3	2	68.776	2.6	1	3
8106	2	1	74.173	4.5	0	1
8107	4	1	77.658	0.1	1	4
8108	2	2	81.043	0.3	0	3
8109	3	0	85.655	0.5	1	3
8110	3	1	70.29	0.6	1	4
8111	6	2	74.927	0.7	1	4
8112	1	0	78.314	0.9	0	2
8113	3	1	81.795	1.1	1	3
8114	2	2	87.15	1.3	0	3
8115	4	1	71.475	1.6	1	3
8116	2	1	75.642	2	0	2
8117	3	2	78.973	2.7	1	3
8118	3	0	82.601	0.2	1	3
8119	5	1	89.384	0.4	1	5
8120	2	2	72.478	0.5	0	3
8121	3	1	76.329	0.6	1	4
8122	2	1	79.642	0.8	0	3
8123	4	2	83.483	0.9	1	4
8124	2	1	98.56	1.1	0	3
8125	4	1	57.959	1.3	1	3
8126	3	3	72.523	1.6	1	4
8127	7	0	76.362	2	1	5
8128	1	1	79.675	2.8	0	1
8129	3	1	83.528	0.2	1	4
8130	2	0	66.635	0.4	0	3
8131	4	1	73.405	0.5	1	4
8132	2	2	77.031	0.6	0	3
8133	3	1	80.363	0.8	1	3
8134	3	1	84.531	0.9	1	3
8135	5	2	68.861	1.1	1	4
8136	2	0	74.21	1.3	0	2
8137	3	1	77.69	1.6	1	3
8138	2	2	81.078	2.1	0	2
8139	4	1	85.718	2.9	1	3
8140	2	1	70.353	0.2	0	3
8141	3	2	74.962	0.4	1	4
8142	3	1	78.346	0.5	1	3
8143	5	1	81.832	0.6	1	4
8144	1	3	87.235	0.8	0	3
8145	3	0	71.527	0.9	1	3
8146	2	1	75.675	1.1	0	3
8147	4	2	79.005	1.4	1	4
8148	2	1	82.641	1.7	1	3
8149	3	1	89.53	2.1	1	3
8150	3	2	62.556	3	1	2
8151	5	1	72.707	0.2	1	4
8152	2	1	76.497	0.4	0	3
8153	3	3	79.811	0.5	1	4
8154	2	0	83.718	0.7	1	3
8155	4	1	67.187	0.8	1	4
8156	2	1	73.571	1	0	3
8157	4	0	77.163	1.1	1	4
8158	3	1	80.503	1.4	1	4
8159	6	2	84.751	1.7	1	4
8160	1	1	69.197	2.2	0	1
8161	3	1	74.364	3.1	1	2
8162	2	2	77.821	0.3	0	3
8163	4	0	81.225	0.4	1	4
8164	2	1	85.988	0.5	0	3
8165	3	2	70.607	0.7	1	4
8166	3	1	75.107	0.8	1	3
8167	5	1	78.477	1	1	4
8168	2	2	81.989	1.2	0	3
8169	3	1	87.605	1.4	1	4
8170	2	1	71.738	1.7	0	3
8171	4	3	75.814	2.2	1	4
8172	2	0	79.138	3.3	1	1
8173	4	1	82.811	0.3	1	4
8174	3	2	90.211	0.4	1	4
8175	6	1	64.152	0.5	1	5
8176	2	1	72.887	0.7	0	3
8177	3	2	76.631	0.8	1	4
8178	2	1	79.947	1	0	2
8179	4	1	83.913	1.2	1	3
8180	2	3	67.671	1.4	0	3
8181	3	0	73.735	1.8	1	3
8182	3	1	77.295	2.3	1	3
8183	5	1	80.645	3.5	1	3
8184	2	0	84.979	0.3	0	3
8185	3	1	69.511	0.4	1	3
8186	2	2	74.516	0.6	0	4
8187	4	1	77.952	0.7	1	4
8188	2	1	81.374	0.8	1	3
8189	4	2	86.272	1	1	4
8190	3	0	70.85	1.2	1	3
8191	8	1	75.251	1.5	1	5
8192	1	2	78.609	1.8	0	2
8193	3	1	82.148	2.4	1	3
8194	2	1	88.009	3.7	0	1
8195	4	2	71.942	0.3	1	4
8196	2	1	75.953	0.4	0	3
8197	3	1	79.271	0.6	1	4
8198	2	2	82.985	0.7	0	3
8199	4	0	91.057	0.9	1	3
8200	2	1	65.195	1	0	3
8201	3	2	73.063	1.2	1	4
8202	2	1	76.765	1.5	0	2
8203	4	1	80.085	1.8	1	4
8204	2	2	84.113	2.4	0	2
8205	3	1	68.105	3.9	1	2
8206	3	1	73.896	0.3	1	3
8207	5	3	77.427	0.5	1	5
8208	1	0	80.788	0.6	0	2
8209	3	1	85.215	0.7	1	4
8210	2	1	69.807	0.9	0	3
8211	4	0	74.667	1	1	3
8212	2	1	78.083	1.2	0	3
8213	3	2	81.525	1.5	1	3
8214	3	1	86.572	1.9	1	3
8215	5	1	71.084	2.5	1	4
8216	2	2	75.394	4.2	1	2
8217	3	0	78.741	0.3	1	3
8218	2	1	82.31	0.5	0	3
8219	4	2	88.455	0.6	1	5
8220	2	1	72.141	0.7	0	3
8221	4	1	76.09	0.9	1	4
8222	3	2	79.405	1.1	1	4
8223	6	1	83.162	1.3	1	5
8224	1	1	92.204	1.5	0	2
8225	3	3	65.988	1.9	1	3
8226	2	0	73.235	2.6	0	1
8227	4	1	76.898	4.6	1	2
8228	2	2	80.223	0.1	0	3
8229	3	1	84.319	0.3	1	4
8230	3	1	68.499	0.5	1	3
8231	5	2	74.054	0.6	1	4
8232	2	1	77.559	0.7	0	3
8233	3	1	80.932	0.9	1	3
8234	2	3	85.461	1.1	1	3
8235	4	0	70.087	1.3	1	3
8236	2	1	74.815	1.6	1	3
8237	3	2	78.215	2	1	3
8238	3	0	81.677	2.7	1	2
8239	5	1	86.892	0.2	1	4
8240	1	2	71.309	0.4	0	2
8241	3	1	75.535	0.5	1	3
8242	2	1	78.873	0.6	1	3
8243	4	2	82.474	0.8	1	4
8244	2	0	88.955	0.9	0	2
8245	3	1	72.334	1.1	1	3
8246	3	2	76.226	1.3	1	3
8247	5	1	79.54	1.6	1	4
8248	2	1	83.343	2	0	3
8249	3	2	94.096	2.8	1	3
8250	2	1	59.8	0.2	1	3
8251	4	1	72.56	0.4	1	4
8252	2	3	76.389	0.5	0	3
8253	4	0	79.702	0.6	1	4
8254	3	1	83.566	0.8	1	4
8255	6	2	66.752	0.9	1	5
8256	1	1	73.438	1.1	0	2
8257	3	1	77.057	1.3	1	3
8258	2	2	80.391	1.6	1	3
8259	4	1	84.575	2.1	1	3
8260	2	1	68.93	2.9	0	2
8261	3	3	74.241	0.2	1	4
8262	2	0	77.716	0.4	0	3
8263	4	1	81.107	0.5	1	4
8264	2	1	85.771	0.6	0	2
8265	3	0	70.405	0.8	1	3
8266	2	1	74.991	0.9	0	3
8267	4	2	78.372	1.1	1	4
8268	2	1	81.863	1.4	0	2
8269	3	1	87.307	1.7	1	3
8270	3	2	71.57	2.1	1	3
8271	5	0	75.703	3	1	3
8272	1	1	79.032	0.2	0	2
8273	3	2	82.675	0.4	1	4
8274	2	0	89.656	0.5	0	3
8275	4	1	62.953	0.7	1	4
8276	2	2	72.743	0.8	0	3
8277	3	1	76.524	1	1	4
8278	3	1	79.838	1.1	1	4
8279	5	2	83.757	1.4	1	5
8280	2	0	67.289	1.7	0	2
8281	3	1	73.604	2.2	1	3
8282	2	2	77.19	3.1	0	2
8283	4	1	80.532	0.3	1	4
8284	2	1	84.796	0.4	0	3
8285	4	2	69.261	0.5	1	4
8286	3	1	74.395	0.7	1	3
8287	6	1	77.847	0.8	1	5
8288	1	3	81.255	1	0	3
8289	3	0	86.043	1.2	1	3
8290	2	1	70.656	1.4	0	2
8291	4	1	75.136	1.7	1	4
8292	2	0	78.503	2.2	1	2
8293	3	1	82.02	3.3	1	2
8294	3	2	87.683	0.3	1	4
8295	5	1	71.779	0.4	1	4
8296	2	1	75.842	0.6	0	3
8297	3	2	79.165	0.7	1	3
8298	2	0	82.846	0.8	1	2
8299	4	1	90.364	1	1	4
8300	2	2	64.39	1.2	0	3
8301	3	1	72.922	1.4	1	3
8302	3	1	76.658	1.8	1	3
8303	6	2	79.975	2.3	1	4
8304	1	1	83.952	3.5	0	1
8305	3	1	67.762	0.3	1	3
8306	2	3	73.767	0.4	0	3
8307	4	0	77.322	0.6	1	3
8308	2	1	80.673	0.7	0	3
8309	3	2	85.025	0.8	1	4
8310	3	1	69.572	1	1	3
8311	5	1	74.547	1.2	1	4
8312	2	2	77.978	1.5	0	3
8313	3	1	81.404	1.8	1	3
8314	2	1	86.331	2.4	0	2
8315	4	3	70.898	3.7	1	3
8316	2	0	75.28	0.3	0	3
8317	4	1	78.635	0.4	1	4
8318	3	1	82.18	0.6	1	4
8319	7	0	88.094	0.7	1	5
8320	1	1	71.982	0.9	0	3
8321	3	2	75.98	1	1	4
8322	2	1	79.298	1.2	0	3
8323	4	1	83.02	1.5	1	4
8324	2	2	91.256	1.9	0	3
8325	3	0	65.369	2.4	1	2
8326	2	1	73.098	3.9	0	1
8327	4	2	76.792	0.3	1	4
8328	2	1	80.113	0.5	0	3
8329	3	1	84.154	0.6	1	3
8330	2	2	68.186	0.7	0	3
8331	4	1	73.928	0.9	1	4
8332	2	1	77.453	1	0	3
8333	3	3	80.817	1.2	1	4
8334	3	0	85.263	1.5	1	3
8335	5	1	69.864	1.9	1	4
8336	1	2	74.696	2.5	0	2
8337	3	1	78.11	4.2	1	1
8338	2	1	81.555	0.3	0	3
8339	4	2	86.635	0.5	1	5
8340	2	1	71.13	0.6	1	3
8341	3	1	75.422	0.7	1	3
8342	3	3	78.767	0.9	1	4
8343	5	0	82.342	1.1	1	4
8344	2	1	88.55	1.3	0	3
8345	3	1	72.18	1.5	1	3
8346	2	0	76.117	1.9	0	2
8347	4	1	79.432	2.6	1	3
8348	2	2	83.198	4.6	0	1
8349	4	1	92.495	0.1	1	4
8350	3	1	66.127	0.3	1	3
8351	6	2	73.27	0.5	1	5
8352	1	0	76.925	0.6	0	2
8353	3	1	80.251	0.7	1	4
8354	2	2	84.361	0.9	0	3
8355	4	0	68.573	1.1	1	4
8356	2	1	74.086	1.3	0	3
8357	3	2	77.585	1.6	1	4
8358	3	1	80.961	2	1	3
8359	5	1	85.511	2.7	1	4
8360	2	2	70.141	0.2	1	3
8361	3	0	74.845	0.4	1	3
8362	2	1	78.241	0.5	0	3
8363	4	2	81.708	0.6	1	4
8364	2	1	86.959	0.8	0	3
8365	3	1	71.354	0.9	1	3
8366	3	2	75.563	1.1	1	3
8367	5	1	78.899	1.3	1	4
8368	1	1	82.507	1.6	0	2
8369	3	3	89.064	2	1	4
8370	2	0	72.372	2.8	0	2
8371	4	1	76.253	0.2	1	4
8372	2	1	79.567	0.4	0	2
8373	3	0	83.38	0.5	1	3
8374	3	1	94.704	0.6	1	3
8375	5	2	60.814	0.8	1	4
8376	2	1	72.597	0.9	0	2
8377	3	1	76.416	1.1	1	3
8378	2	2	79.729	1.3	0	3
8379	4	0	83.604	1.6	1	3
8380	2	1	66.865	2.1	0	2
8381	4	2	73.472	2.9	1	3
8382	3	1	77.084	0.2	1	3
8383	7	1	80.419	0.4	1	6
8384	1	2	84.618	0.5	0	2
8385	3	1	68.998	0.6	1	3
8386	2	1	74.272	0.8	0	3
8387	4	3	77.742	0.9	1	4
8388	2	0	81.137	1.1	0	3
8389	3	1	85.824	1.4	1	4
8390	2	2	70.456	1.7	0	3
8391	5	1	75.02	2.1	1	4
8392	2	1	78.398	3	0	2
8393	3	2	81.894	0.2	1	4
8394	2	1	87.379	0.4	0	3
8395	4	1	71.612	0.5	1	4
8396	2	3	75.731	0.7	0	3
8397	3	0	79.058	0.8	1	3
8398	3	1	82.709	1	1	4
8399	5	2	89.787	1.1	1	5
8400	1	0	63.302	1.4	0	2
8401	3	1	72.779	1.7	1	3
8402	2	2	76.551	2.2	1	3
8403	4	1	79.865	3.2	1	3
8404	2	1	83.795	0.3	0	3
8405	3	2	67.388	0.4	1	3
8406	3	0	73.637	0.5	1	3
8407	5	1	77.216	0.7	1	4
8408	2	2	80.56	0.8	0	3
8409	3	1	84.841	1	1	4
8410	2	1	69.325	1.2	0	3
8411	4	2	74.425	1.4	1	4
8412	2	1	77.874	1.7	0	3
8413	4	1	81.285	2.2	1	3
8414	3	3	86.1	3.3	1	3
8415	6	0	70.706	0.3	1	4
8416	1	1	75.165	0.4	0	2
8417	3	2	78.53	0.6	1	4
8418	2	1	82.052	0.7	0	2
8419	4	1	87.762	0.8	1	4
8420	2	2	71.82	1	0	3
8421	3	1	75.87	1.2	1	4
8422	3	1	79.191	1.4	1	3
8423	5	3	82.88	1.8	1	5
8424	2	0	90.524	2.3	0	2
8425	3	1	64.611	3.5	1	2
8426	2	1	72.957	0.3	0	3
8427	4	0	76.685	0.4	1	3
8428	2	1	80.002	0.6	0	3
8429	4	2	83.992	0.7	1	4
8430	3	1	67.85	0.8	1	3
8431	6	1	73.799	1	1	5
8432	2	2	77.348	1.2	1	3
8433	3	0	80.702	1.5	1	3
8434	2	1	85.072	1.8	0	3
8435	4	2	69.631	2.4	1	3
8436	2	1	74.577	3.7	0	2
8437	3	1	78.005	0.3	1	4
8438	3	2	81.434	0.4	1	4
8439	5	1	86.39	0.6	1	4
8440	2	1	70.945	0.7	1	3
8441	3	2	75.308	0.9	1	3
8442	2	0	78.661	1	1	3
8443	4	1	82.212	1.2	1	4
8444	2	2	88.181	1.5	0	3
8445	4	1	72.022	1.9	1	3
8446	3	1	76.008	2.5	1	3
8447	7	2	79.325	3.9	1	4
8448	1	1	83.055	0.3	0	2
8449	3	1	91.467	0.5	1	4
8450	2	3	65.534	0.6	0	3
8451	4	0	73.132	0.7	1	4
8452	2	1	76.818	0.9	0	3
8453	3	1	80.14	1	1	3
8454	2	0	84.195	1.2	0	3
8455	4	1	68.267	1.5	1	3
8456	2	2	73.959	1.9	0	2
8457	3	1	77.48	2.5	1	2
8458	2	1	80.845	4.2	0	1
8459	4	2	85.312	0.3	1	5
8460	2	0	69.921	0.5	0	2
8461	3	1	74.726	0.6	1	4
8462	3	2	78.136	0.7	1	4
8463	5	1	81.586	0.9	1	5
8464	1	1	86.698	1.1	0	2
8465	3	2	71.175	1.3	1	3
8466	2	1	75.45	1.5	1	3
8467	4	1	78.793	1.9	1	3
8468	2	3	82.375	2.6	0	3
8469	3	0	88.648	4.6	1	1
8470	3	1	72.219	0.1	1	3
8471	5	2	76.145	0.3	1	4
8472	2	1	79.459	0.5	0	3
8473	3	1	83.234	0.6	1	3
8474	2	2	92.819	0.7	0	3
8475	4	1	66.26	0.9	1	4
8476	2	1	73.304	1.1	0	2
8477	4	3	76.951	1.3	1	4
8478	3	0	80.279	1.6	1	3
8479	6	1	84.403	2	1	4
8480	1	2	68.647	2.7	0	2
8481	3	0	74.117	0.2	1	3
8482	2	1	77.611	0.4	1	3
8483	4	2	80.99	0.5	1	4
8484	2	1	85.562	0.6	0	3
8485	3	1	70.195	0.8	1	3
8486	3	2	74.874	0.9	1	3
8487	5	0	78.267	1.1	1	4
8488	2	1	81.739	1.3	0	3
8489	3	2	87.026	1.6	1	3
8490	2	1	71.397	2	1	2
8491	4	1	75.591	2.8	1	3
8492	2	2	78.926	0.2	0	3
8493	3	1	82.54	0.4	1	4
8494	3	1	89.175	0.5	1	4
8495	5	3	72.41	0.6	1	5
8496	1	0	76.281	0.8	0	2
8497	3	1	79.594	0.9	1	3
8498	2	2	83.417	1.1	1	3
8499	4	1	95.504	1.3	1	4
8500	2	1	61.531	1.6	1	3
8501	3	2	72.634	2.1	1	3
8502	3	1	76.443	2.9	1	3
8503	5	1	79.756	0.2	1	5
8504	2	3	83.642	0.4	0	3
8505	3	0	66.976	0.5	1	3
8506	2	1	73.505	0.6	0	3
8507	4	1	77.11	0.8	1	3
8508	2	0	80.447	0.9	0	2
8509	4	1	84.662	1.1	1	4
8510	3	2	69.065	1.4	1	3
8511	6	1	74.303	1.7	1	4
8512	1	1	77.769	2.1	0	2
8513	3	2	81.166	3	1	3
8514	2	0	85.878	0.2	0	3
8515	4	1	70.507	0.4	1	4
8516	2	2	75.049	0.5	0	3
8517	3	0	78.425	0.7	1	3
8518	2	1	81.926	0.8	0	3
8519	4	2	87.453	1	1	4
8520	2	1	71.654	1.2	0	3
8521	3	1	75.759	1.4	1	4
8522	2	2	79.085	1.7	0	2
8523	4	0	82.743	2.2	1	3
8524	2	1	89.923	3.2	0	2
8525	3	2	63.613	0.3	1	3
8526	3	1	72.815	0.4	1	3
8527	5	1	76.578	0.5	1	4
8528	1	2	79.893	0.7	0	3
8529	3	1	83.834	0.8	1	3
8530	2	1	67.485	1	0	2
8531	4	3	73.67	1.2	1	4
8532	2	0	77.243	1.4	1	2
8533	3	1	80.588	1.7	1	3
8534	3	1	84.887	2.3	1	3
8535	5	0	69.388	3.3	1	2
8536	2	1	74.456	0.3	0	3
8537	3	2	77.9	0.4	1	4
8538	2	1	81.314	0.6	0	3
8539	4	1	86.156	0.7	1	4
8540	2	2	70.754	0.8	0	3
8541	4	0	75.194	1	1	3
8542	3	1	78.556	1.2	1	3
8543	6	2	82.084	1.4	1	5
8544	1	1	87.843	1.8	0	2
8545	3	1	71.861	2.3	1	3
8546	2	2	75.897	3.5	0	2
8547	4	1	79.218	0.3	1	4
8548	2	1	82.915	0.4	1	3
8549	3	3	90.693	0.6	1	4
8550	3	0	64.817	0.7	1	3
8551	5	1	72.993	0.8	1	4
8552	2	2	76.712	1	0	3
8553	3	1	80.03	1.2	1	4
8554	2	1	84.032	1.5	0	3
8555	4	2	67.937	1.8	1	4
8556	2	1	73.832	2.4	0	2
8557	3	1	77.374	3.7	1	2
8558	3	3	80.731	0.3	1	4
8559	6	0	85.119	0.4	1	4
8560	2	1	69.691	0.6	0	3
8561	3	1	74.607	0.7	1	4
8562	2	0	78.031	0.9	0	2
8563	4	1	81.464	1	1	4
8564	2	2	86.45	1.2	0	3
8565	3	1	70.992	1.5	1	3
8566	3	1	75.337	1.9	1	3
8567	5	2	78.688	2.5	1	4
8568	2	0	82.245	4	0	1
8569	3	1	88.271	0.3	1	4
8570	2	2	72.062	0.5	0	3
8571	4	1	76.035	0.6	1	4
8572	2	1	79.352	0.7	0	3
8573	4	2	83.091	0.9	1	4
8574	3	1	91.694	1	1	3
8575	7	1	65.692	1.3	1	5
8576	1	3	73.167	1.5	0	2
8577	3	0	76.845	1.9	1	3
8578	2	1	80.168	2.5	1	3
8579	4	2	84.236	4.3	1	3
8580	2	1	68.345	0.3	0	2
8581	3	1	73.991	0.5	1	4
8582	2	2	77.506	0.6	0	3
8583	4	1	80.874	0.7	1	4
8584	2	1	85.361	0.9	0	3
8585	3	3	69.977	1.1	1	4
8586	2	0	74.756	1.3	0	2
8587	4	1	78.162	1.5	1	4
8588	2	1	81.616	1.9	0	2
8589	3	0	86.762	2.6	1	3
8590	3	1	71.22	4.7	1	1
8591	5	2	75.479	0.1	1	5
8592	1	1	78.82	0.3	0	2
8593	3	1	82.408	0.5	1	3
8594	2	2	88.748	0.6	1	4
8595	4	0	72.257	0.8	1	3
8596	2	1	76.172	0.9	0	3
8597	3	2	79.486	1.1	1	4
8598	3	0	83.27	1.3	1	3
8599	5	1	93.183	1.6	1	4
8600	2	2	66.39	2	0	2
8601	3	1	73.337	2.7	1	3
8602	2	1	76.978	0.2	0	3
8603	4	2	80.307	0.4	1	4
8604	2	0	84.446	0.5	0	3
8605	4	1	68.719	0.6	1	4
8606	3	2	74.148	0.8	1	3
8607	6	1	77.637	0.9	1	4
8608	1	1	81.019	1.1	0	2
8609	3	2	85.614	1.3	1	4
8610	2	1	70.248	1.6	0	2
8611	4	1	74.903	2	1	3
8612	2	3	78.293	2.8	0	2
8613	3	0	81.77	0.2	1	3
8614	3	1	87.095	0.4	1	4
8615	5	1	71.441	0.5	1	4
8616	2	0	75.619	0.6	0	3
8617	3	1	78.952	0.8	1	4
8618	2	2	82.574	0.9	0	3
8619	4	1	89.29	1.1	1	4
8620	2	1	72.448	1.3	0	2
8621	3	2	76.308	1.6	1	3
8622	3	0	79.621	2.1	1	2
