ID	PreferenceForPublicTransport	TravelTime	TravelCost	EnvironmentalConcern	SafetyPerception
2854	0	50	7.0	0	1
2855	1	51	1.9	0	1
2856	1	58	6.3	1	1
2857	0	58	3.0	1	0
2858	2	32	1.3	1	1
2859	0	34	4.9	0	1
2860	1	43	3.6	0	0
2861	0	45	8.3	0	1
2862	3	16	1.4	1	1
2863	2	24	1.9	0	0
2864	0	58	6.7	0	1
2865	1	47	6.3	0	1
2866	1	51	5.6	0	1
2867	0	53	4.4	0	1
2868	1	31	8.4	0	1
2869	2	12	6.0	0	0
2870	1	21	7.3	1	1
2871	0	59	7.7	1	0
2872	1	28	6.7	1	0
2873	3	40	3.3	1	1
2874	1	54	9.5	1	0
2875	1	18	9.3	1	0
2876	1	59	2.3	1	1
2877	2	25	8.0	0	0
2878	2	31	4.3	0	0
2879	1	46	1.3	1	0
2880	0	28	2.4	0	0
2881	1	21	8.3	0	1
2882	1	50	5.6	0	0
2883	0	57	6.3	0	0
2884	2	40	9.2	0	0
2885	0	37	7.2	0	1
2886	1	58	2.0	0	0
2887	0	60	4.9	1	0
2888	2	36	5.1	0	0
2889	2	59	2.2	1	1
2890	0	51	4.8	0	0
2891	1	26	7.1	0	1
2892	1	59	8.0	1	0
2893	2	16	4.1	1	1
2894	1	43	6.0	0	0
2895	1	24	8.4	0	0
2896	0	42	7.2	0	1
2897	1	53	3.8	1	0
2898	2	39	4.7	1	1
2899	2	33	9.5	1	0
2900	2	25	9.1	0	0
2901	0	51	5.8	1	0
2902	1	38	1.5	1	1
2903	0	11	9.0	0	1
2904	1	26	5.6	0	0
2905	2	52	5.7	1	0
2906	1	21	8.2	0	1
2907	0	53	8.4	1	1
2908	0	54	4.6	0	0
2909	2	14	4.6	1	0
2910	2	33	6.8	0	1
2911	3	59	5.2	1	0
2912	0	50	7.7	0	1
2913	2	11	6.0	0	1
2914	3	33	1.5	0	0
2915	0	38	9.4	0	1
2916	2	23	1.6	0	1
2917	0	42	7.9	0	0
2918	1	24	9.0	0	1
2919	0	47	2.6	0	0
2920	0	60	8.7	1	0
2921	1	50	7.7	1	0
2922	0	59	7.6	0	0
2923	0	55	9.5	0	1
2924	1	56	2.2	1	1
2925	1	41	4.3	0	1
2926	1	29	1.6	0	1
2927	0	35	3.2	0	1
2928	1	55	7.5	0	0
2929	1	57	8.3	1	1
2930	1	31	8.5	1	0
2931	3	28	7.1	1	1
2932	0	23	1.7	0	0
2933	3	18	3.3	1	0
2934	1	48	7.5	0	0
2935	0	38	3.2	0	0
2936	1	20	6.8	0	0
2937	0	56	9.8	0	1
2938	2	22	2.7	1	1
2939	1	44	8.7	1	1
2940	0	42	5.7	1	0
2941	1	16	3.4	0	0
2942	3	29	1.9	1	1
2943	0	43	6.0	0	0
2944	3	18	2.4	1	0
2945	0	53	2.6	0	1
2946	0	12	8.8	0	0
2947	1	43	1.4	1	1
2948	3	14	2.2	1	0
2949	1	23	7.8	0	0
2950	1	12	3.3	1	0
2951	1	47	4.7	0	0
2952	4	10	3.2	1	1
2953	0	48	5.7	1	0
2954	0	59	8.9	0	0
2955	2	44	4.9	1	1
2956	2	43	4.7	0	1
2957	0	58	9.2	0	0
2958	1	59	9.2	0	1
2959	1	42	3.2	1	0
2960	2	36	9.9	0	1
2961	0	48	1.8	0	0
2962	1	36	6.8	0	1
2963	0	27	8.6	0	0
2964	2	39	1.7	0	0
2965	0	39	7.8	0	0
2966	2	34	4.5	1	0
2967	1	26	6.5	0	1
2968	2	47	7.2	0	1
2969	1	33	1.0	1	1
2970	1	26	6.1	0	0
2971	1	15	6.3	0	1
2972	3	55	5.2	1	1
2973	1	41	4.3	0	0
2974	2	25	6.2	0	0
2975	2	60	9.5	1	0
2976	1	54	3.4	1	0
2977	2	28	3.0	1	0
2978	0	38	5.4	0	0
2979	1	15	8.4	0	0
2980	1	37	6.8	0	0
2981	1	35	5.9	0	0
2982	0	51	3.6	0	0
2983	0	49	9.5	0	1
2984	3	12	9.6	0	0
2985	0	53	3.9	0	1
2986	2	29	1.8	1	0
2987	2	22	8.4	1	1
2988	1	28	4.3	0	1
2989	0	59	3.0	0	0
2990	0	36	7.0	0	0
2991	3	24	8.7	1	0
2992	2	13	3.4	0	0
2993	3	15	9.9	0	0
2994	1	19	5.8	0	1
2995	0	58	8.1	1	0
2996	1	43	8.7	0	1
2997	2	36	5.5	0	0
2998	3	20	7.5	1	1
2999	4	31	7.9	1	0
3000	0	33	8.9	1	1
